Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;jun/16;8.361.895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.308;817.722;1.463.648;1.258.671;513.388;310.839;0;4.461.577;119.654;454.409;1.029.841;1.540.727;600.958;154.729;0;3.900.318;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;jun/16;8.225.942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.302;1.317.741;3.100.095;3.387.330;323.246;228;0;8.225.942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;jun/16;8.059.081;26.313;375.005;965.692;1.957.968;932.659;277.373;0;4.535.010;18.460;333.822;520.231;669.157;230.821;69.927;0;1.842.419;2.835;20.559;50.634;68.012;9.791;9;0;151.839;608;26.267;76.154;198.655;188.243;240.180;0;730.107;10;1.732;106;0;0;0;0;1.847;18.669;72.355;51.144;74.426;50.908;56.773;0;324.275;15.220;44.416;159.565;73.545;22.687;9.865;148.288;473.586;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;jun/16;7.611.642;37.984;488.428;1.366.005;2.305.881;1.030.043;178.493;0;5.406.834;175;4.663;5.996;1.122;0;0;0;11.955;6;5;0;0;0;0;0;10;0;0;0;0;0;0;0;0;213.686;1.354.870;405.386;29.129;0;0;0;2.003.071;0;2.551;1.007;0;0;0;0;3.558;30.422;52.181;78.685;24.914;11;0;0;186.214;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;jun/16;7.052.028;8.120;232.720;621.679;1.109.525;572.133;115.167;0;2.659.343;3.419;199.333;183.020;156.830;36.516;10.658;0;589.777;35.417;514.391;1.239.493;1.457.782;115.411;29;0;3.362.523;16;140;529;1.056;770;1.229;0;3.741;4.555;107.234;26.164;27;0;0;0;137.979;0;31.805;23.264;16.009;4.305;0;0;75.384;2.355;128.145;24.981;23.880;291;852;0;180.504;42.775
BMG;30290;b1;C;2;;199;SAO PAULO;SP;jun/16;6.599.761;28.303;147.038;340.533;407.850;91.382;30.977;114;1.046.197;10.549;31.766;68.731;21.820;149;71;0;133.086;120.040;182.198;380.721;272.303;5.338;2;0;960.603;0;0;0;0;0;0;0;0;218.174;4.083.629;60.939;39.094;6.133;0;0;4.407.970;0;0;0;0;0;0;0;0;612;2.595;3.147;10.238;11.015;24.297;0;51.905;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;jun/16;6.199.850;49.157;387.810;1.050.649;2.042.830;1.119.713;363.104;0;5.013.263;21.702;60.174;62.042;35.154;856;18;0;179.947;37.912;114.997;249.874;263.409;12.835;0;0;679.027;0;0;0;0;0;0;0;0;7.787;191.707;3.186;268;72;0;0;203.020;0;865;773;0;0;0;0;1.638;6.215;15.189;48.881;28.060;4.017;17.255;85;119.703;3.253
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;jun/16;6.103.403;784;7.728;20.506;23.059;2.296;0;0;54.371;329;491;1.348;1.485;74;0;0;3.726;67.152;883.554;2.228.244;2.594.417;271.544;389;0;6.045.301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;5;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;jun/16;6.092.846;5.788;25.122;55.764;96.125;26.149;82;0;209.029;38.675;141.738;296.930;500.208;71.271;1;0;1.048.824;0;0;0;0;0;0;0;0;874;17.531;41.555;106.107;99.680;411.572;340.008;1.017.328;335.252;2.471.177;574.261;193.025;428;0;0;3.574.143;0;45.671;0;0;0;0;0;45.671;49.887;135.903;6.772;4.940;350;0;0;197.852;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;jun/16;5.642.777;0;3.772;10.061;14.365;4.591;767;0;33.556;2.286;34;98;207;0;0;0;2.626;0;5.205;16.499;39.494;22.284;21.212;0;104.694;0;872;1.944;5.044;4.728;19.320;13.909;45.817;0;0;0;0;0;0;0;0;0;198.995;740.459;1.718.726;1.365.134;1.395.910;0;5.419.225;1.237;5.249;12.924;14.140;1.749;1.560;0;36.859;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;jun/16;4.996.233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.037.785;2.784.062;1.014.147;160.240;0;0;0;4.996.233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;jun/16;4.617.890;561;17.750;45.031;62.638;15.421;512;1;141.914;4.049;9.483;20.681;13.936;144;0;0;48.293;0;0;0;0;0;0;0;0;0;2;5;14;14;70;137;243;13.561;37.006;9.061;1;0;0;0;59.628;582.226;2.395;4.440;8.194;77.411;655.501;0;1.330.167;70.304;1.873.194;1.057.842;33.261;2.981;62;0;3.037.645;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;jun/16;4.333.480;20.429;222.849;580.062;1.008.424;411.761;35.107;0;2.278.633;36.327;132.945;400.180;682.550;253.125;20.139;0;1.525.266;2.340;9.148;20.300;17.225;220;0;0;49.233;6;515;1.320;3.206;2.122;2.733;16;9.918;14.381;155.245;0;0;0;0;0;169.626;1.720;6.758;18.912;39.604;16.383;7.102;0;90.479;44.556;66.278;57.798;33.029;7.953;712;0;210.326;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;jun/16;4.269.301;1.731;8.005;22.691;22.007;3.261;7;0;57.703;1.005;1.672;4.174;1.231;1;0;0;8.083;8.097;74.152;174.110;198.072;16.951;10;0;471.392;0;0;0;0;0;0;0;0;348.938;2.572.239;786.158;23.316;1.459;0;0;3.732.110;0;0;0;0;0;0;0;0;5;1;3;3;0;0;0;13;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;jun/16;4.098.784;0;0;0;0;0;0;0;0;3.893;6.588;52.680;48.763;2.954;53;0;114.932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.219;19.581;928.422;1.412.358;850.700;336.232;0;3.646.511;9.355;116;126.046;179.360;22.466;0;0;337.342;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;jun/16;3.687.313;0;0;0;0;0;0;0;0;21;239;1.042;1.774;1.590;798;0;5.464;9;5;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.112;312.978;855.714;1.552.866;721.799;191.028;0;3.679.496;70;209;1.402;606;52;0;0;2.338;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;jun/16;3.576.893;5.223;171.854;652.396;1.063.250;424.048;151.630;0;2.468.401;22.943;211.493;423.350;311.901;61.023;5.131;7;1.035.848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.619;36.278;8.823;133;0;0;0;53.853;17;152;2.061;277;1.556;1.200;0;5.263;2.993;3.321;6.418;795;0;0;0;13.528;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;jun/16;3.468.446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.366;128.578;424.955;1.014.784;866.461;928.782;49;3.381.976;2.393;4.158;13.236;28.192;17.198;21.293;0;86.470;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;jun/16;3.459.657;20.754;294.178;763.456;1.333.206;640.473;172.477;0;3.224.544;16.602;59.259;47.330;3.146;0;0;0;126.338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.155;4.790;0;0;0;0;0;7.945;0;0;0;0;0;0;0;0;15.947;13.437;18.001;18.828;12.105;20.893;1.620;100.830;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;jun/16;3.393.981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;602;1.188;1.116;134;0;0;3.078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.869;74.001;810.727;1.300.924;777.002;250.043;0;3.267.565;6.998;25.828;36.085;42.863;9.959;1.605;0;123.338;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;jun/16;3.310.656;1.127;39.045;100.616;208.118;89.575;4.706;0;443.187;459;6.541;16.402;27.110;11.511;884;0;62.907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.238;327.015;908.631;1.721;1;1;0;1.271.607;0;50.532;161.751;390.580;344.310;389.271;0;1.336.444;1.948;18.285;57.607;93.282;25.061;328;0;196.511;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;jun/16;3.215.175;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;4;65.544;526.924;1.204.789;1.325.400;92.504;9;0;3.215.171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;jun/16;2.877.163;5.208;187.179;474.999;749.069;285.814;81.717;0;1.783.985;482;67.906;54.143;22.854;2.141;0;0;147.527;6.569;178.696;390.647;343.786;22.357;11;0;942.066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;156;424;529;57;0;0;1.172;0;2.388;25;0;0;0;0;2.413;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;jun/16;2.677.968;152;756;1.739;870;54;0;0;3.571;88.032;112.947;64.830;265;0;0;0;266.073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687.374;1.318.525;400.567;1.858;0;0;0;2.408.323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;jun/16;2.632.459;0;0;0;0;0;0;0;0;0;111;159;102;0;0;0;372;18.414;446.275;1.045.357;1.021.217;82.565;96;0;2.613.924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;3.318;7.361;6.968;367;0;0;18.163;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;jun/16;2.330.639;4.991;88.445;249.341;436.674;196.834;58.204;0;1.034.491;5.024;34.108;77.556;54.063;4.819;72;0;175.640;2.164;9.824;23.316;24.721;1.494;0;0;61.519;142;3.096;9.275;24.420;23.717;105.770;99.464;265.884;23.062;201.782;457;0;0;0;0;225.301;11.566;26.712;191.829;92.767;26.854;966;0;350.695;17.197;74.249;59.590;47.946;9.919;8.188;20;217.109;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;jun/16;2.239.590;0;0;0;0;0;0;0;0;726.220;1.025.830;485.993;1.547;0;0;0;2.239.590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;jun/16;2.112.485;674;2.027;5.511;1.003;0;0;0;9.215;184.971;152.407;126.605;10.554;0;0;0;474.538;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;532.270;428.350;20.772;0;0;0;981.393;NI;NI;NI;NI;NI;NI;NI;NI;267.173;205.353;168.376;6.438;0;0;0;647.340;NI
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;jun/16;2.086.372;0;0;0;0;0;0;0;0;851.675;124.506;152.504;42.963;1.370;0;0;1.173.019;57.152;131.952;278.472;288.583;17.140;0;0;773.300;0;0;0;0;0;0;0;0;51.211;51.506;8.195;522;0;0;0;111.433;0;0;0;0;0;0;0;0;1.216;14.189;13.163;53;0;0;0;28.620;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;jun/16;1.956.651;0;243;721;1.046;2;0;0;2.012;4.653;92.319;90.498;60.484;6.136;5.071;0;259.161;516;9.923;24.310;33.320;4.635;9;0;72.713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.474;575.492;708.197;162.550;9.940;870;0;1.471.523;4.271;79.125;63.504;2.825;1.469;46;0;151.242;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;jun/16;1.873.209;7.913;72.821;200.563;326.630;133.005;31.583;1;772.516;439;9.668;6.806;344;109;24;0;17.391;0;0;0;0;0;0;0;0;5.665;16.985;39.437;98.277;93.564;386.802;20.107;660.837;1.524;21.921;13.270;33.815;27.467;2.890;0;100.885;0;0;0;0;0;0;0;0;4.355;10.978;30.047;73.886;76.369;125.947;0;321.580;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;jun/16;1.720.702;10.004;124.789;338.032;560.390;246.500;64.493;0;1.344.208;555;2.762;6.793;13.479;5.205;324;67;29.185;13.508;42.047;96.042;117.198;9.286;0;0;278.081;0;45;114;264;257;1.104;317;2.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;6.882;9.492;24.122;22.063;4.500;0;67.128;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;jun/16;1.670.571;1.336;31.366;66.739;159.410;138.578;104.402;32;501.864;5.510;66.097;121.775;143.980;49.095;14.487;0;400.943;0;16;30;11;0;0;0;57;312;4.108;12.194;31.632;30.405;132.617;116.665;327.934;0;274.796;29.689;53;0;0;0;304.538;1.846;5.422;13.779;22.802;9.673;10.089;0;63.611;4.259;21.566;45.558;217;23;0;0;71.623;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;jun/16;1.511.362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.809;55.269;149.327;348.352;306.276;413.603;223.683;1.502.319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;261;678;1.574;1.308;4.190;764;9.043;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;jun/16;1.486.697;13;372;944;810;0;0;0;2.139;11.427;140.949;327.540;354.824;40.937;309;0;875.984;3.189;21.217;52.040;54.886;4.323;5;0;135.661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.611;98.314;189.809;153.744;18.482;953;0;472.912;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;jun/16;1.374.605;582;41.431;129.088;169.194;101.459;25.001;0;466.755;12.375;85.671;242.278;331.566;194.040;41.920;0;907.850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;jun/16;1.346.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.780;224.004;525.552;554.466;29.352;8;0;1.346.162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;jun/16;1.270.379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;46;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.826;35.921;141.211;332.248;307.545;435.725;31;1.266.507;295;46;1.015;1.447;750;154;0;3.707;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;jun/16;1.237.244;0;0;0;0;0;0;0;0;12.103;47.452;78.645;84.373;25.070;3.235;0;250.878;124;910;2.349;3.560;358;0;0;7.302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.544;92.599;459.355;219.585;11.417;18.087;0;822.586;3.830;54.284;43.974;26.202;19.184;9.004;0;156.478;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;jun/16;1.191.269;0;0;0;0;0;0;0;0;2.794;29.248;49.588;21.633;14.375;0;0;117.639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.922;123.960;782.301;65.469;48.977;0;0;1.073.630;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;jun/16;1.179.020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.801;5.125;4.669;70;0;0;11.675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;226.975;681.664;17.714;7.730;1.150;0;935.236;1.459;22.400;181.551;9.718;5.059;11.923;0;232.110;0
