Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;jun/14;9.255.422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62.100;1.221.381;3.150.280;4.250.018;571.122;521;0;9.255.422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;jun/14;7.866.028;276;7.540;19.460;21.354;1.798;0;0;50.428;254;401;1.007;977;47;0;0;2.686;69.285;1.061.428;2.783.938;3.416.217;481.144;855;0;7.812.867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;19;6;0;0;0;48;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;jun/14;7.444.093;5.922;75.778;218.386;321.984;86.152;4.213;0;712.435;3.057;72.335;82.652;118.655;48.892;747;0;326.337;36.908;510.272;1.207.453;1.202.663;89.654;94;0;3.047.043;92;247;706;1.648;909;980;0;4.582;2.408;77.072;16.747;9;0;0;0;96.236;0;22.216;52.377;35.834;14.763;4.391;0;129.581;2.250;2.098.749;898.894;62.072;15.700;1.106;0;3.078.771;49.107
BRB;31976;b1;C;1;;199;BRASILIA;DF;jun/14;6.703.622;10.344;295.764;749.663;1.691.505;873.534;81.966;0;3.702.777;16.529;245.876;497.359;605.108;172.919;23.217;0;1.561.007;2.738;18.183;48.376;82.685;18.661;11;0;170.654;411;19.848;37.626;96.546;88.338;111.664;0;354.433;8;2.306;154;0;0;0;0;2.468;8.691;126.586;67.329;80.664;36.608;36.652;0;356.529;15.679;48.408;172.207;104.838;57.105;24.499;133.016;555.753;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;jun/14;5.715.678;30.698;327.072;957.518;1.842.434;756.914;18.043;0;3.932.678;20.941;26.631;34.542;8.783;29;0;0;90.927;1.173;2.985;4.321;1.155;0;0;0;9.633;0;0;0;0;0;0;0;0;176.122;1.058.653;412.975;33.161;0;0;0;1.680.911;0;0;1.009;0;0;0;0;1.009;177;2;340;0;0;0;0;519;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;jun/14;5.196.208;18.091;47.523;112.228;151.037;24.008;45;0;352.931;34.668;145.235;272.635;451.018;67.666;0;0;971.223;449;4.732;8.997;3.518;0;0;0;17.695;630;10.654;26.007;66.733;61.041;234.108;169.149;568.322;216.742;2.149.465;444.411;115.888;141;0;0;2.926.648;0;58.677;0;0;0;0;0;58.677;50.119;234.759;11.417;4.263;155;0;0;300.712;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;jun/14;5.032.860;57.434;410.624;1.051.200;1.596.218;424.932;1.569;0;3.541.976;32.917;121.287;299.718;340.078;66.938;572;0;861.509;2.671;21.822;51.878;59.025;3.707;0;0;139.103;1;343;943;1.836;1.306;963;0;5.392;26.110;114.400;0;0;0;0;0;140.510;0;9.630;18.844;1.943;10.732;13.879;0;55.027;39.673;118.509;90.651;32.939;6.370;1.200;0;289.343;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;jun/14;4.937.678;23.526;330.601;923.178;1.759.751;832.063;139.817;0;4.008.936;12.664;29.093;64.817;34.612;10.420;100;0;151.706;26.453;104.932;250.743;320.817;28.068;9;0;731.022;0;0;0;0;0;0;0;0;59;1.293;101;1;0;0;0;1.454;0;0;0;0;0;0;0;0;3.779;11.887;26.572;2.025;298;0;0;44.560;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;jun/14;4.809.778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.803;568.700;1.107.394;947.586;459.905;290.917;0;3.418.305;24.007;168.941;360.101;475.132;299.430;63.862;0;1.391.474;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;jun/14;4.160.735;0;0;0;0;0;0;0;0;0;2.107;2.546;474;252;0;0;5.378;0;6.126;18.222;43.419;36.411;34.176;0;138.355;0;269;603;1.575;1.558;6.190;4.868;15.064;0;0;0;0;0;0;0;0;0;113.003;513.859;1.092.692;976.119;1.203.432;0;3.899.105;535;23.291;29.916;39.454;9.328;309;0;102.833;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;jun/14;3.952.058;0;0;0;0;0;0;0;0;51;1.054;3.411;3.777;1.899;2.385;0;12.578;299;1.225;1.741;499;0;0;0;3.764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.985;314.942;871.444;1.633.273;889.230;189.966;0;3.932.840;965;436;457;845;174;0;0;2.876;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;jun/14;3.867.124;478;11.191;30.771;51.928;14.206;136;0;108.710;6.745;7.726;18.277;18.458;341;19;0;51.566;0;0;0;0;0;0;0;0;0;2;5;13;13;67;143;243;42;5.618;1.903;30;0;0;0;7.593;447.992;30.173;10.615;6.842;3.530;677.594;0;1.176.747;34.641;1.536.079;881.533;51.749;15.007;3.256;0;2.522.265;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;jun/14;3.600.397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593.515;2.051.448;874.770;80.664;0;0;0;3.600.397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;jun/14;3.492.477;1.676;6.811;18.487;17.469;2.016;2;0;46.461;56;498;1.088;213;0;0;0;1.855;5.973;54.783;137.627;175.153;16.292;8;0;389.836;0;0;0;0;0;0;0;0;241.842;2.090.310;483.320;238.851;0;0;0;3.054.322;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;jun/14;3.276.506;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;50.157;558.001;1.396.796;1.220.142;51.400;8;0;3.276.504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;jun/14;3.222.964;4.208;154.345;395.530;648.779;268.337;70.771;0;1.541.970;192;61.884;54.539;22.993;2.467;6;0;142.082;6.087;274.656;624.989;588.386;40.886;26;0;1.535.030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;418;806;125;0;0;1.509;0;2.366;8;0;0;0;0;2.374;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;jun/14;3.011.075;0;0;0;0;0;0;0;0;1.151;801;97.606;166.446;89.417;3.272;0;358.693;9;1.951;11.938;23.011;2.870;0;0;39.780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.728;17.632;643.398;923.040;674.102;324.971;0;2.608.871;0;0;2.210;1.520;0;0;0;3.731;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;jun/14;2.877.537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.175;102.701;303.578;678.300;625.252;1.080.746;232;2.802.983;561;3.277;8.864;22.419;17.120;22.313;0;74.554;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;jun/14;2.788.743;3.285;128.880;503.548;901.919;375.000;9.127;0;1.921.760;25.725;171.381;342.075;187.470;20.814;2.171;18;749.653;0;0;0;0;0;0;0;0;6;238;211;9;0;0;0;464;34.765;46.290;12.927;167;0;0;0;94.149;0;107;2.349;357;379;3.795;0;6.987;7.683;5.262;2.785;0;0;0;0;15.730;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;jun/14;2.648.129;17.680;212.171;574.927;1.094.370;502.559;94.256;0;2.495.963;9.720;47.819;42.563;4.711;12;0;0;104.824;2;4;9;2;0;0;0;17;0;0;0;0;0;0;0;0;2.079;3.370;0;0;0;0;0;5.449;0;0;0;0;0;0;0;0;9.034;6.071;6.207;6.492;4.467;8.377;1.227;41.875;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;jun/14;2.490.959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;1.185;2.542;2.769;39;0;0;6.695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.491;71.886;472.484;851.826;575.029;214.876;0;2.194.592;14.713;76.183;64.660;109.334;19.755;5.027;0;289.673;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;jun/14;2.362.062;0;0;0;0;0;0;0;0;0;167;338;161;3;0;0;669;14.669;368.162;896.062;987.168;82.353;93;0;2.348.507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;2.223;5.107;5.120;275;0;0;12.886;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;jun/14;2.269.409;2.968;79.308;226.203;422.403;182.488;15.394;0;928.765;6.692;43.825;111.904;110.978;13.608;896;0;287.903;7.808;15.536;32.167;69.886;24.336;48;0;149.781;86;1.546;3.949;9.247;8.858;38.420;35.317;97.424;4.446;10.152;61.752;105.667;7;3;0;182.029;6.032;33.361;221.622;95.838;40.288;3.295;0;400.436;12.998;42.587;80.209;70.067;13.982;3.201;26;223.071;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;jun/14;2.137.737;1.730;25.592;68.543;136.364;55.144;604;0;287.977;81;219;529;400;74;4;0;1.308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.996;177.111;465.165;197;6;0;0;659.475;0;39.813;113.473;228.791;186.240;186.625;0;754.941;509;34.265;97.464;175.011;101.987;24.174;626;434.036;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;jun/14;1.935.905;9.638;101.453;253.470;371.520;105.061;505;0;841.647;35.984;63.198;75.344;12.771;284;0;0;187.579;37.025;145.535;323.621;374.751;25.712;33;0;906.678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;jun/14;1.869.953;0;220;692;892;22;0;0;1.826;3.996;74.833;63.961;56.999;4.882;520;0;205.190;360;16.236;43.366;70.116;12.808;7;0;142.893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.068;271.874;602.945;227.746;10.130;1.306;0;1.142.070;21.737;117.276;60.901;45.627;14.965;927;116.540;377.974;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;jun/14;1.847.149;0;0;0;0;0;0;0;0;0;48.504;185.973;439.484;35.769;0;0;709.731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.337;0;0;0;0;2.337;12;6.993;130.286;41.744;2.516;1.265;0;182.816;952.266
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;jun/14;1.838.820;377;2.346;5.850;1.161;0;0;0;9.733;253.325;367.650;239.674;7.626;0;0;0;868.274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438.257;394.744;1.012;0;0;0;834.013;0;0;0;0;0;0;0;0;26.835;49.241;44.069;6.654;0;0;0;126.799;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;jun/14;1.748.068;23.577;166.440;398.097;520.375;122.722;10.053;0;1.241.265;167;2.367;4.426;6.282;1.281;119;0;14.643;75;2.726;6.801;12.345;5.251;2;0;27.199;0;0;0;0;0;0;0;0;65.009;399.234;0;0;0;0;0;464.242;0;0;0;0;0;0;0;0;0;453;266;0;0;0;0;719;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;jun/14;1.494.876;9.916;23.253;50.152;43.360;3.183;28;0;129.891;26.684;93.335;56.404;4.973;0;0;0;181.395;57.518;151.377;347.196;316.093;2.230;0;0;874.414;0;0;0;0;0;0;0;0;25.133;21.557;3.545;0;0;0;0;50.235;0;2.086;0;0;0;0;0;2.086;6.832;44.489;186.781;6.688;8.507;1.009;64;254.370;2.484
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;jun/14;1.491.036;901;249;808;578;0;0;0;2.536;53.985;70.300;43.976;182;0;0;0;168.444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276.804;786.809;256.142;301;0;0;0;1.320.056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;jun/14;1.250.266;2.401;51.654;126.766;299.525;170.570;8.581;0;659.497;1.573;9.752;34.716;2.166;735;339;0;49.282;0;0;0;0;0;0;0;0;143;2.264;7.412;19.808;19.306;87.730;43.202;179.865;0;241.402;0;0;0;0;0;241.402;492;3.554;11.514;21.838;12.278;12.964;0;62.639;1.878;16.402;26.742;1.326;1.156;5.486;4.591;57.581;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;jun/14;1.218.580;9;196;511;393;0;0;0;1.109;5.436;101.677;258.496;306.161;32.873;556;0;705.199;2.030;23.026;63.973;83.743;3.312;0;0;176.085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.628;80.143;155.280;90.178;6.674;286;0;336.188;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;jun/14;1.208.234;4;0;0;0;0;0;0;4;272.996;668.449;266.469;316;0;0;0;1.208.230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BIC;32119;b1;C;2;;199;SAO PAULO;SP;jun/14;1.192.587;8.922;80.204;217.881;373.020;113.582;4.439;0;798.049;4.220;22.392;23.772;17.497;3.206;96;34;71.217;4.730;23.931;59.756;87.588;11.152;7;0;187.163;0;40;124;291;256;974;362;2.047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;46.560;31.342;24.396;21.385;9.888;0;134.111;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;jun/14;1.167.569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.093;154.056;407.679;557.796;34.938;6;0;1.167.569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;jun/14;1.079.168;104;26.869;94.826;149.089;125.163;41.737;0;437.787;2.558;42.925;137.570;225.613;177.918;54.796;0;641.380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;jun/14;1.065.736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;95;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.923;30.011;115.632;271.640;243.778;398.563;166;1.063.714;40;66;620;924;90;67;0;1.808;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;jun/14;1.005.469;0;733;7;4;0;0;0;744;1.040;30.076;39.550;46.226;23.184;3.115;0;143.192;41;1.184;3.013;3.780;209;0;0;8.226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.248;83.275;370.802;206.686;1.135;22.886;0;689.031;1.674;27.592;33.330;40.704;22.686;12.059;26.231;164.276;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;jun/14;934.348;0;0;0;0;0;0;0;0;34.899;78.130;92.025;27.715;1.403;0;0;234.172;23.749;85.353;192.856;237.848;23.724;0;0;563.532;0;0;0;0;0;0;0;0;50.887;66.688;17.200;1.871;0;0;0;136.645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;jun/14;908.430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.408;40.127;94.679;179.956;152.636;346.910;82.649;902.366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;187;463;1.144;952;2.758;501;6.064;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;jun/14;875.762;7.435;45.695;126.907;255.093;74.546;4.247;0;513.922;773;22.768;18.482;126;1;0;0;42.151;0;0;0;0;0;0;0;0;1.013;4.113;10.245;27.322;27.649;104.795;7.496;182.633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.854;7.621;14.942;42.448;40.401;29.791;0;137.057;0
