Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BRB;31976;b1;C;1;;199;BRASILIA;DF;set/16;8.083.232;26.695;384.570;975.784;1.960.257;962.607;286.666;0;4.596.580;19.395;399.848;387.925;672.593;253.218;84.905;0;1.817.883;2.889;19.901;48.530;62.666;8.333;3;0;142.324;752;27.765;80.755;210.724;200.219;249.839;0;770.054;10;1.593;97;0;0;0;0;1.699;18.445;45.890;65.425;67.466;46.705;52.026;0;295.958;14.185;34.191;183.565;48.015;19.756;8.044;150.977;458.732;4
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;set/16;7.916.487;42.079;500.052;1.394.360;2.347.681;1.054.470;165.674;0;5.504.317;364;5.427;12.127;2.180;0;0;0;20.098;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;238.702;1.465.712;433.900;49.717;0;0;0;2.188.031;0;0;4.670;2.095;2.095;0;0;8.860;41.238;53.657;74.115;26.150;18;0;0;195.178;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;set/16;7.608.597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.780;1.264.175;2.903.976;3.070.761;272.700;205;0;7.608.597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;set/16;7.525.508;8.904;260.407;696.130;1.244.468;639.175;127.817;0;2.976.901;2.891;185.348;182.357;128.804;34.474;5.938;0;539.812;36.991;542.916;1.304.578;1.568.443;143.477;49;0;3.596.454;19;137;509;1.052;769;1.209;0;3.695;1.728;113.747;30.460;40;0;0;0;145.976;0;13.312;40.637;14.233;3.364;0;0;71.547;5.011;115.376;30.482;12.707;188;870;0;164.634;26.489
BMG;30290;b1;C;2;;199;SAO PAULO;SP;set/16;6.889.752;25.547;128.191;297.017;348.079;75.956;25.748;111;900.649;13.607;58.984;60.720;31.007;117;63;1;164.499;71.815;156.060;326.304;276.271;1.426;2;0;831.878;0;0;0;0;0;0;0;0;275.704;4.547.823;62.856;46.977;8.320;0;0;4.941.680;0;0;0;0;0;0;0;0;607;1.162;3.622;10.514;12.884;22.257;0;51.046;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;set/16;6.199.385;5.146;25.438;54.910;99.883;28.525;111;0;214.013;35.046;144.272;310.998;477.443;79.096;0;0;1.046.855;0;0;0;0;0;0;0;0;1.021;18.145;42.001;108.395;102.077;421.726;348.592;1.041.956;342.391;2.529.801;586.417;192.099;362;0;0;3.651.070;0;0;53.453;0;0;0;0;53.453;48.015;117.802;18.570;6.854;798;0;0;192.038;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;set/16;6.074.394;53.849;382.682;1.036.443;2.027.764;1.101.255;354.790;0;4.956.784;10.543;27.677;48.570;21.439;646;17;0;108.892;35.477;110.093;234.317;239.530;9.850;2;0;629.269;0;0;0;0;0;0;0;0;11.108;236.867;3.236;293;78;0;0;251.583;0;786;0;632;0;0;0;1.417;4.496;25.876;37.943;29.651;4.261;20.847;84;123.159;3.290
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;set/16;5.877.021;1.078;7.983;21.648;24.300;2.550;0;0;57.558;372;696;1.817;1.956;111;0;0;4.952;67.477;882.661;2.181.567;2.445.232;237.203;370;0;5.814.509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;set/16;5.737.621;0;5.416;14.089;20.114;6.508;1.054;0;47.181;0;34;98;175;0;0;0;306;0;5.191;16.702;36.751;21.145;18.797;0;98.587;0;1.021;2.269;5.859;5.535;23.340;17.465;55.491;0;0;0;0;0;0;0;0;0;324.482;647.831;1.773.031;1.373.011;1.383.602;45;5.502.002;1.055;5.809;11.629;12.649;1.348;1.564;0;34.054;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;set/16;5.046.681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.007.143;2.817.480;1.048.106;173.952;0;0;0;5.046.681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;set/16;4.493.756;647;17.589;45.246;60.817;13.399;426;0;138.124;3.905;10.626;18.979;13.667;192;0;0;47.369;0;0;0;0;0;0;0;0;0;2;5;14;14;71;136;243;14.448;37.457;9.430;1;0;0;0;61.336;592.390;3.444;20.158;8.340;77.281;660.086;0;1.361.698;76.323;1.910.277;867.381;28.701;2.094;209;0;2.884.986;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;set/16;4.407.577;0;0;0;0;0;0;0;0;2.351;7.687;45.599;37.274;2.644;53;0;95.608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.643;156.514;893.604;1.517.888;982.124;376.475;0;3.987.248;6.433;64.246;53.746;178.014;22.282;0;0;324.720;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;set/16;4.311.451;1.702;8.393;23.769;23.123;3.470;5;0;60.462;815;1.712;5.489;1.170;0;0;0;9.185;7.955;75.338;173.379;194.275;15.437;12;0;466.396;0;0;0;0;0;0;0;0;323.080;2.634.349;796.243;21.213;522;0;0;3.775.408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;set/16;4.132.206;21.540;264.968;612.234;857.022;226.197;10.942;0;1.992.904;57.333;291.330;593.080;554.702;78.185;3.414;0;1.578.044;2.288;8.880;17.525;11.489;221;1;0;40.403;24;475;1.297;2.867;2.466;2.740;16;9.885;13.573;163.566;0;0;0;0;0;177.139;3.593;11.036;12.959;55.386;38.642;4.858;0;126.474;40.252;69.179;64.554;27.968;4.899;503;0;207.357;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;set/16;3.681.418;0;0;0;0;0;0;0;0;56;188;316;1.713;1.587;798;0;4.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.629;356.406;802.065;1.570.231;708.230;191.832;0;3.674.393;128;596;1.212;430;0;0;0;2.368;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;set/16;3.633.787;5.470;175.142;660.945;1.071.840;426.230;150.944;0;2.490.571;23.249;293.579;367.483;321.067;61.090;5.154;7;1.071.630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.188;35.757;9.069;135;0;0;0;53.150;18;174;2.030;277;1.556;1.216;0;5.270;2.672;3.463;6.269;761;0;0;0;13.166;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;set/16;3.583.870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.168;147.622;429.719;1.058.706;926.558;911.439;41;3.491.253;2.475;5.971;12.268;30.737;20.225;20.941;0;92.618;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;set/16;3.561.611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;488;1.009;989;76;0;0;2.589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.281;60.280;863.570;1.418.822;793.832;258.673;0;3.426.459;7.846;27.869;46.822;38.998;9.507;1.521;0;132.563;0
PARANÁ BANCO;30881;b1;C;2;;199;CURITIBA;PR;set/16;3.537.515;22.860;295.830;765.644;1.337.480;642.249;237.915;0;3.301.979;14.432;59.411;51.713;3.530;1;0;0;129.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.659;4.825;0;0;0;0;0;7.483;0;0;0;0;0;0;0;0;15.503;13.280;18.147;18.802;11.792;19.955;1.486;98.966;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;set/16;3.506.957;1.177;42.065;107.461;224.294;96.921;5.233;0;477.150;681;8.379;16.512;29.388;12.577;1.736;0;69.272;0;0;0;0;0;0;0;0;0;7;10;26;25;128;193;388;37.635;363.268;984.931;1.975;1;1;0;1.387.809;0;68.845;150.155;415.959;361.634;396.067;0;1.392.660;2.209;28.541;43.416;85.216;20.221;73;0;179.677;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;set/16;3.192.627;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;68.805;533.886;1.191.303;1.309.025;89.595;12;0;3.192.624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;set/16;2.879.103;5.527;194.868;486.848;767.566;291.217;89.941;0;1.835.968;547;59.217;57.266;17.271;1.721;2;0;136.023;6.324;172.671;364.918;338.331;21.935;34;0;904.213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;369;499;25;0;0;1.013;0;1.802;84;0;0;0;0;1.886;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;set/16;2.681.432;0;0;0;0;0;0;0;0;0;82;174;105;0;0;0;361;17.837;473.844;1.006.519;1.072.732;90.728;60;0;2.661.720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;3.571;7.518;7.684;407;0;0;19.350;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;set/16;2.663.408;155;725;1.809;858;46;0;0;3.592;75.898;121.197;71.617;333;0;0;0;269.045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;662.903;1.331.781;394.705;1.382;0;0;0;2.390.770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;set/16;2.292.083;5.140;88.348;241.806;431.473;197.239;59.704;0;1.023.710;4.471;38.487;64.243;48.228;4.854;52;0;160.335;2.211;8.886;20.442;20.263;1.042;1;0;52.845;110;3.306;9.810;25.928;25.294;111.289;102.632;278.369;21.853;205.374;313;0;0;0;0;227.540;12.548;156.525;59.812;83.297;27.605;1.773;0;341.560;17.122;70.658;54.786;46.840;9.689;8.610;20;207.724;0
CCB;32119;b1;C;3;;199;SAO PAULO;SP;set/16;2.224.398;11.399;165.043;446.725;767.012;356.610;103.656;0;1.850.445;536;3.003;6.565;12.368;4.350;317;65;27.203;13.410;43.425;96.245;116.894;9.654;2;0;279.631;0;44;102;253;262;1.102;312;2.075;85;840;0;0;0;0;0;924;0;0;0;0;0;0;0;0;259;3.005;11.403;25.425;20.577;3.450;0;64.119;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;;14;SAO PAULO;SP;set/16;2.106.514;609;1.947;5.575;994;0;0;0;9.126;186.354;161.627;134.985;9.543;0;0;0;492.509;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;NI;0;546.734;432.973;20.256;0;0;0;999.963;NI;NI;NI;NI;NI;NI;NI;NI;237.346;190.990;171.801;4.779;0;0;0;604.916;NI
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;set/16;2.102.273;0;0;0;0;0;0;0;0;717.585;946.779;436.506;1.404;0;0;0;2.102.273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;set/16;2.070.427;0;0;0;0;0;0;0;0;793.164;131.928;157.856;44.137;1.226;0;0;1.128.312;61.516;140.135;290.378;295.720;16.223;0;0;803.971;0;0;0;0;0;0;0;0;46.370;51.183;7.603;573;0;0;0;105.729;0;0;0;0;0;0;0;0;2.876;17.408;12.086;45;0;0;0;32.416;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;set/16;1.909.877;8.572;71.216;193.837;322.400;129.272;29.973;1;755.270;262;5.264;2.912;849;497;305;0;10.089;NI;NI;NI;NI;NI;NI;NI;NI;6.680;19.424;44.175;108.328;101.824;406.721;24.086;711.238;1.634;96.650;0;0;0;0;0;98.284;NI;NI;NI;NI;NI;NI;NI;NI;4.750;17.036;26.081;77.304;77.691;132.065;68;334.995;NI
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;set/16;1.796.530;0;168;728;1.105;1;0;0;2.003;7.078;77.284;118.827;59.940;12.103;4.461;0;279.693;557;10.152;25.413;35.834;4.765;8;0;76.730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.028;565.200;509.004;176.137;9.463;871;0;1.288.704;4.767;88.161;53.347;2.493;586;46;0;149.400;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;set/16;1.654.230;5.134;34.539;70.756;174.249;152.614;112.461;2;549.756;5.410;53.554;106.554;125.289;45.256;16.196;0;352.258;0;11;24;6;0;0;0;41;373;4.241;12.653;32.944;31.593;137.845;121.512;341.160;0;266.396;28.592;60;0;0;0;295.048;1.775;5.364;15.195;20.266;9.130;9.364;0;61.093;4.485;28.242;21.915;211;21;0;0;54.874;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;set/16;1.555.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.084;56.397;150.008;367.595;298.436;424.414;243.443;1.545.376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;287;733;1.723;1.466;4.635;892;9.966;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;set/16;1.486.644;15;381;982;842;0;0;0;2.220;12.719;142.108;324.612;342.919;40.152;2.143;0;864.653;1.103;4.482;10.074;6.149;386;0;0;22.194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.365;111.874;235.458;209.409;24.841;1.629;0;597.576;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;set/16;1.419.255;487;77.860;91.947;166.062;100.545;24.344;0;461.246;11.762;158.269;191.291;347.215;205.657;43.815;0;958.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;set/16;1.379.162;0;0;0;0;0;0;0;0;3.727;1.159;48.257;22.858;15.190;0;0;91.190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.541;277.028;807.984;112.051;50.367;0;0;1.287.972;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;set/16;1.323.455;0;0;0;0;0;0;0;0;15.326;53.149;60.191;90.032;38.156;3.382;0;260.236;121;928;2.163;3.454;332;0;0;6.998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.876;336.033;190.511;334.905;15.726;13.814;0;903.865;2.351;43.031;50.151;35.258;11.965;9.602;0;152.356;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;set/16;1.256.335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;46;48;40;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.630;65.530;113.501;327.181;306.463;420.381;117;1.251.803;327;561;730;1.737;938;80;0;4.372;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;set/16;1.177.996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2.164;4.959;5.073;212;0;0;12.414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.121;223.942;671.752;17.417;8.714;0;0;922.946;1.944;50.007;160.488;12.332;5.278;12.588;0;242.637;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;set/16;1.166.874;326;1.404;2.643;2.862;253;0;0;7.488;6.973;28.229;56.710;64.332;15.089;2.028;0;173.362;59;115;248;219;26;0;0;667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.230;96.083;311.942;239.827;100.163;93.023;0;919.269;10.462;39.534;15.937;153;0;0;0;66.087;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;set/16;853.207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.766;42.674;80.493;239.716;249.913;210.745;0;845.307;240;1.062;2.542;3.279;624;152;0;7.900;0
