Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;set/13;8.977.722;3.468.657;4.330.966;632.690;213.067;51.403;61.529;26.226;122.971;70.212;0
FIBRA;49951;b1;I;2;;199;SAO PAULO;SP;set/13;8.133.696;184.336;3.513.714;1.630.787;345.317;128.441;71.087;51.613;70.012;213.869;1.924.520
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;set/13;8.093.626;854.750;2.387.834;4.181.204;195.139;60.752;2.773;37.431;17.411;33.451;322.880
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;set/13;7.964.413;115.716;3.554.830;3.392.528;263.290;146.940;107.864;60.863;49.859;271.372;1.150
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;set/13;7.629.729;761.861;5.033.570;1.589.734;169.949;35.903;5.728;5.785;4.387;22.814;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;set/13;7.434.025;4.301.982;1.492.136;627.892;364.234;251.216;117.988;46.032;47.099;185.446;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;set/13;6.941.213;4.341.955;2.283.269;223.582;52.100;9.559;4.184;2.561;1.802;22.203;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;set/13;6.273.639;1.160.987;4.404.935;229.510;99.452;63.088;43.456;47.019;40.777;184.414;0
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;set/13;5.612.890;1.525.414;2.487.802;1.237.590;160.913;65.313;18.606;11.109;15.621;90.522;0
PINE;50304;b1;C;2;;199;SAO PAULO;SP;set/13;5.592.985;753.681;1.553.136;2.048.762;360.874;198.114;40.209;65.873;49.295;34.804;488.237
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;set/13;5.408.900;0;3.975.804;508.617;462.352;185.524;27.786;33.963;29.042;185.812;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;set/13;5.060.731;195.527;1.004.458;365.464;217.393;91.164;0;0;0;78.113;3.108.613
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;set/13;4.915.466;346.783;1.789.164;1.263.990;936.997;344.684;13.594;38.738;13.465;168.051;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;set/13;4.057.242;161.154;2.541.925;962.081;293.040;36.688;16.336;11.274;13.138;21.605;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;set/13;3.950.002;2.146.523;952.026;300.264;204.805;70.110;112.381;39.899;30.167;93.827;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;set/13;3.692.355;584.106;1.161.646;1.309.111;442.049;56.138;31.281;20.167;27.399;60.458;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;set/13;3.639.468;1.195.879;931.966;595.207;712.297;89.368;49.276;7.974;7.663;49.839;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;set/13;3.407.726;821.584;1.156.805;682.197;504.148;67.161;16.239;26.946;8.093;124.554;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;set/13;3.339.925;612.602;1.345.632;1.047.004;205.366;73.339;34.983;7.131;3.575;10.293;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;set/13;3.200.127;375.814;2.068.420;368.275;271.435;76.396;8.479;7.235;5.417;18.656;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;set/13;3.003.773;0;2.366.178;81.312;64.718;74.650;69.074;54.732;52.098;241.012;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;set/13;2.941.087;17.590;2.628.203;75.522;43.343;25.470;24.061;19.806;18.541;88.551;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;set/13;2.899.796;554.260;1.827.798;128.040;69.542;37.879;31.866;25.594;27.678;197.139;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;set/13;2.820.094;56.317;879.900;1.227.125;187.162;153.817;26.241;51.574;11.712;127.742;98.504
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;set/13;2.782.551;78.620;1.285.539;471.291;699.674;92.732;36.276;24.488;18.995;74.937;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;set/13;2.716.278;0;2.204.448;334.804;58.727;28.623;15.802;11.041;9.571;53.262;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;set/13;2.665.788;0;2.418.477;44.048;77.899;19.217;19.984;22.315;12.627;51.220;0
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;set/13;2.622.770;1.486.052;151.023;263.797;94.014;35.996;0;0;0;0;591.889
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;set/13;2.567.925;1.102.027;586.412;309.112;329.758;210.040;17.029;930;369;12.248;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;set/13;2.207.839;219;1.780.090;90.144;106.828;42.351;17.399;42.299;34.885;93.623;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;set/13;2.197.400;509.095;1.395.742;121.786;25.174;52.596;19.438;9.720;3.269;60.580;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;set/13;2.126.119;252.148;1.768.998;28.572;15.242;15.183;3.815;10.035;14.287;17.840;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;set/13;1.928.233;1.659.989;24.368;902;3.946;31.268;0;0;0;0;207.759
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;set/13;1.894.904;4.107;532.165;618.574;618.581;19.573;10.870;24.181;15.032;51.820;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;set/13;1.748.804;242.801;448.550;722.663;260.057;27.563;7.999;7.822;20.034;11.315;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;set/13;1.713.067;0;1.484.584;54.014;37.845;53.393;48.972;8.669;4.839;20.752;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;set/13;1.591.069;656.674;522.115;264.463;79.961;22.163;5.380;2.649;12.008;25.656;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;set/13;1.580.773;0;1.088.232;91.399;49.027;52.202;47.027;37.609;37.647;177.630;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;set/13;1.528.902;1.282.721;9.186;69.662;0;0;0;0;0;0;167.333
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;set/13;1.490.179;95.775;1.239.040;35.133;56.692;16.734;8.800;7.972;4.969;25.064;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;set/13;1.425.292;585.736;723.667;36.442;31.285;0;32.566;10.859;4.737;0;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;set/13;1.369.556;0;761.196;345.893;119.289;138.400;4.654;124;0;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;set/13;1.292.154;397.319;548.592;218.246;36.646;12.593;1.358;13.131;22.062;42.207;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;set/13;1.267.629;592.261;555.293;43.042;18.143;13.157;2.222;933;29.235;13.344;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;set/13;1.262.554;912.066;296.331;0;0;2.114;0;52.043;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;set/13;1.223.791;0;824.350;59.975;50.963;33.147;29.086;24.526;23.851;177.893;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;set/13;1.222.260;688.334;262.363;149.290;67.291;26.273;4.180;1.551;11.615;11.363;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;set/13;1.212.199;657.857;56.372;461.718;23.089;13.163;0;0;0;0;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;set/13;1.159.048;133.921;448.972;241.533;205.474;33.575;8.655;14.687;11.525;60.707;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;set/13;1.119.183;0;924.018;126.586;31.285;13.571;6.686;3.634;2.669;10.734;0
ING;51073;b1;C;3;;199;SAO PAULO;SP;set/13;1.103.510;1.063.768;39.742;0;0;0;0;0;0;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;set/13;1.098.420;110.306;351.269;345.648;206.483;61;38.219;40;5.301;24.982;16.112
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;set/13;1.062.411;270;224.609;82.656;65.851;42.648;162.668;121.606;14.508;347.594;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;set/13;1.057.105;364.236;504.768;14.465;9.935;7.205;145.074;2.506;2.443;6.474;0
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;set/13;1.033.459;0;185.952;408.113;331.464;46.883;4.087;4.159;11.276;41.525;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;set/13;984.121;807.455;128.480;13.554;7.480;6.551;3.381;5.767;1.959;9.493;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;set/13;938.401;0;69.589;413.628;366.842;39.246;12.529;10.143;4.329;22.095;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;set/13;928.454;1.784;640.690;177.608;61.852;7.857;4.484;14.542;3.009;16.629;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;set/13;925.601;67.761;729.049;38.721;22.688;16.088;7.890;7.700;6.455;29.248;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;set/13;911.356;0;571.729;28.021;43.265;27.916;46.814;23.294;25.772;144.544;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;set/13;894.316;842.746;51.570;0;0;0;0;0;0;0;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;set/13;830.287;0;120.625;282.541;204.528;86.170;27.829;18.891;17.381;72.324;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;set/13;829.056;10.710;101.051;578.491;56.420;56.230;12.776;6.773;421;6.183;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;set/13;804.119;174.705;247.688;176.862;144.849;56.146;1.586;446;461;1.377;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;set/13;722.224;309.035;182.085;138.271;41.499;2.158;4.238;9.770;1.703;33.465;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;set/13;713.837;0;227.615;376.824;47.735;24.786;7.945;5.826;2.705;20.401;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;set/13;689.224;0;447.135;40.919;26.573;17.230;16.623;16.469;16.424;107.851;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;set/13;684.912;316.658;137.680;107.243;68.693;13.436;11.399;3.674;1.286;24.842;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;set/13;668.206;81.308;502.025;79.301;2.320;749;514;314;252;1.423;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;set/13;588.117;0;198.515;114.305;198.422;49.221;9.566;4.537;1.799;11.752;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;set/13;576.456;21.466;329.285;190.992;22.246;8.486;1.819;1.122;264;776;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;set/13;574.922;69.897;105.374;297.752;101.885;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;I;2;;9;MEDIANEIRA;PR;set/13;566.023;0;247.123;255.971;25.601;14.063;6.291;3.353;1.753;11.868;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;set/13;541.879;0;128.494;129.139;192.876;45.864;15.829;8.681;3.326;17.670;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;set/13;530.074;0;362.434;79.603;44.984;20.926;5.954;1.233;10.773;4.166;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;set/13;516.000;0;411.343;53.057;22.156;7.173;4.048;3.294;2.290;12.638;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;set/13;510.440;0;35.833;175.936;244.340;38.342;3.337;1.004;2.655;8.993;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;set/13;507.210;175;450.366;13.620;8.016;3.028;14.155;4.952;2.599;10.299;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;set/13;493.145;118.476;176.770;180.758;12.712;2.481;522;11;474;942;0
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;set/13;492.503;101;221.921;162.374;73.831;14.894;3.021;7.825;439;8.097;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;2;;9;CRUZ ALTA;RS;set/13;480.956;0;42.721;176.221;229.038;15.247;3.691;2.151;1.055;10.833;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;set/13;468.094;360;122.562;216.220;86.201;11.876;2.931;4.176;6.931;16.837;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;set/13;460.257;0;323.908;110.401;11.649;6.381;1.099;2.133;370;4.318;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;set/13;451.527;0;91.825;162.132;167.506;13.878;6.850;2.084;1.097;6.155;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;set/13;429.146;0;329.818;31.086;25.826;8.599;5.639;5.018;4.160;19.000;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;set/13;418.771;0;270.602;108.490;27.797;2.776;2.148;961;2.784;3.214;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;set/13;408.220;0;105.521;239.371;40.408;11.864;2.412;2.650;814;5.181;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;set/13;407.111;107.068;95.448;130.005;39.976;3.553;4.479;4.441;161;21.979;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;set/13;401.308;31.274;328.883;11.336;11.554;1.982;5.747;2.170;900;7.461;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;set/13;387.285;2.775;375.974;3.660;16;0;0;4.745;0;115;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;set/13;386.172;9.650;124.974;150.895;89.592;6.320;0;0;2.557;2.184;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;set/13;383.781;0;102.921;180.550;81.534;7.800;4.371;1.072;952;4.582;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;set/13;380.709;25.534;132.201;166.507;40.352;1.891;4.205;3.185;931;5.902;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;set/13;379.887;0;74.669;106.067;164.380;12.340;7.864;3.629;699;10.240;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;set/13;365.607;0;197.605;115.710;30.891;10.429;1.336;636;1.145;7.855;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;set/13;352.999;0;115.140;109.949;99.767;14.967;5.972;2.728;422;4.053;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;set/13;351.314;1;202.055;109.260;20.999;11.804;2.096;1.086;1.013;2.999;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;set/13;338.309;3.070;161.307;142.060;26.607;2.047;438;301;309;2.170;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;set/13;332.983;0;244.740;59.794;17.637;3.287;716;655;72;6.081;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;set/13;332.531;0;297.430;22.106;9.384;813;191;429;263;1.914;0
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;set/13;326.489;872;105.596;101.533;95.933;15.069;520;420;0;6.547;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;set/13;326.265;0;174.792;100.995;32.272;5.232;2.817;1.948;2.931;5.278;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;set/13;323.885;31;202.240;92.360;10.378;9.846;2.375;1.813;1.003;3.840;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;set/13;323.325;25;64.166;203.331;34.229;11.878;1.163;1.469;1.392;5.673;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;set/13;310.433;0;82.777;71.913;125.572;19.067;5.019;1.286;614;4.184;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;set/13;310.232;0;149.793;132.720;18.251;3.528;1.685;1.143;384;2.728;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;set/13;305.940;0;57.972;183.381;39.435;9.133;3.526;4.525;377;7.591;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;set/13;304.595;20.493;76.152;104.196;79.958;20.934;812;434;1.005;611;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;set/13;302.425;224.596;0;0;0;60.250;0;0;0;17.579;0
