Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;set/14;21.220.174;435.418;14.963.785;2.914.746;1.441.712;545.202;276.659;117.562;101.588;423.502;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;set/14;16.999.549;2.419.834;4.335.945;2.727.396;880.078;1.493.162;163.844;0;38.225;4.216;4.936.849
PAN;31323;b1;C;2;;199;SAO PAULO;SP;set/14;16.508.042;0;11.457.212;2.358.124;1.144.942;469.323;216.228;174.250;138.122;549.841;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;set/14;16.230.515;5.876.423;5.762.007;1.875.282;728.077;859.315;148.788;256.247;96.368;628.008;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;set/14;12.475.260;12.010.199;416.667;7.539;11.526;2.861;11.363;1.347;0;13.758;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;set/14;12.357.876;0;9.963.780;1.028.006;320.509;185.840;181.235;98.019;102.314;478.173;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;set/14;12.339.936;4.617.216;4.130.347;2.072.849;133.133;379.335;204.582;106.449;151.623;544.403;0
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;set/14;11.228.047;343.035;2.664.052;4.335.604;1.103.317;85.030;26.891;17.697;3.838;34.986;2.613.597
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;set/14;10.925.011;8.658;9.571.401;502.683;609.006;60.651;35.377;25.554;20.930;90.751;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;set/14;10.877.303;4.790.582;5.049.828;434.044;193.304;140.518;27.768;11.087;126.391;103.781;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;set/14;10.642.586;172.735;4.047.732;5.317.339;753.237;140.810;67.566;23.763;15.455;103.949;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;set/14;9.981.417;1.265.084;2.589.097;5.231.853;408.258;133.839;19.738;36.328;53.486;74.480;169.254
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;set/14;9.901.431;11.382;4.691.060;4.241.832;310.036;178.717;67.564;67.779;41.498;279.159;12.404
BIC;32119;b1;C;3;;199;SAO PAULO;SP;set/14;9.779.580;3.145.639;2.422.511;621.512;1.037.012;691.399;518.276;234.595;20.417;708.984;379.234
BRB;31976;b1;C;1;;199;BRASILIA;DF;set/14;8.743.728;5.355.684;1.074.050;1.179.083;467.862;204.363;106.035;46.979;58.552;251.121;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;set/14;8.691.583;5.139.175;3.039.333;426.734;46.394;11.190;4.888;8.610;1.215;14.044;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;set/14;8.401.127;761.483;4.902.721;1.056.492;324.978;380.210;248.105;134.181;210.296;382.661;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;set/14;8.330.882;1.340.697;6.176.488;350.275;124.950;64.596;46.827;50.014;42.434;134.601;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;set/14;7.962.624;956.023;5.142.349;1.604.818;184.525;9.554;7.950;11.018;4.617;41.770;0
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;set/14;6.241.311;903.597;902.137;684.438;214.108;0;0;0;0;44.344;3.492.688
PINE;50304;b1;C;2;;199;SAO PAULO;SP;set/14;6.156.653;723.572;1.760.592;1.686.864;897.418;147.267;68.823;36.700;12.505;5.092;817.819
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;set/14;6.066.213;542.348;2.347.390;1.576.305;975.250;494.460;14.289;19.705;7.008;89.458;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;set/14;5.264.808;112.363;3.127.105;1.481.720;452.502;26.947;16.388;14.388;11.058;22.337;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;set/14;5.104.928;0;2.579.780;1.448.087;612.576;243.760;20.583;25.534;12.917;161.692;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;set/14;4.979.492;1.603.765;977.557;1.154.138;1.014.897;86.170;33.072;21.341;4.825;83.727;0
BANCO FIBRA S.A.;58616418;b1;I;2;;8;SAO PAULO;SP;set/14;4.580.280;81.030;1.809.303;1.504.290;197.878;143.509;96.520;49.698;58.786;260.300;378.967
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;set/14;4.495.685;1.358.768;1.656.435;1.031.084;233.053;81.263;25.178;13.207;10.386;86.312;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;set/14;4.399.287;2.210.626;1.177.490;400.011;221.939;99.234;60.450;76.242;29.135;124.159;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;set/14;4.050.303;715.196;1.228.103;1.447.564;462.209;61.254;32.849;18.101;17.850;67.178;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;set/14;3.884.954;25.986;3.425.402;71.944;53.133;36.175;37.481;31.934;58.005;144.894;0
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;set/14;3.784.040;1.999.509;642.894;606.972;123.487;356.119;31.676;599;6.891;15.893;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;set/14;3.766.344;757.036;1.208.119;930.305;635.670;56.685;24.065;19.370;15.848;119.246;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;set/14;3.746.735;0;2.946.299;105.285;83.295;102.066;91.551;72.277;67.733;278.228;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;set/14;3.526.852;857.523;1.270.734;885.275;290.741;79.699;3.464;66.486;53.221;19.709;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;;8;SAO PAULO;SP;set/14;3.465.599;332.382;2.301.828;430.221;276.319;75.972;12.258;6.272;5.419;24.929;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;set/14;3.345.146;0;2.601.772;572.311;60.206;32.174;14.840;10.078;9.570;44.196;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;set/14;3.290.296;9.662;1.689.120;521.655;773.516;88.000;46.995;38.267;23.433;99.649;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;set/14;3.197.971;1.034.337;1.635.987;247.696;67.498;32.115;20.932;27.636;15.382;116.389;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;set/14;3.018.038;0;2.704.668;29.925;84.216;20.911;23.369;18.692;19.330;116.927;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;set/14;2.971.899;740.607;1.609.965;472.708;26.945;60.070;10.612;5.084;6.976;38.931;0
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;set/14;2.948.966;69.383;1.375.931;992.743;155.037;111.009;50.606;21.449;4.792;12.538;155.477
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;set/14;2.547.752;1.340.284;156.873;168.382;39.188;0;25;0;0;0;842.999
ING;51073;b1;C;3;;199;SAO PAULO;SP;set/14;2.541.264;2.429.291;111.973;0;0;0;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;set/14;2.511.846;1.179.143;159.170;440;0;0;0;0;0;0;1.173.093
ORIGINAL;51781;b1;C;2;;199;SAO PAULO;SP;set/14;2.291.951;0;710.279;1.160.844;329.728;36.483;10.624;13.086;13.237;17.670;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;set/14;2.183.594;142.164;1.758.725;93.047;58.378;14.186;11.724;10.193;9.802;85.374;0
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;set/14;2.131.278;334.967;698.758;982.213;55.205;18.171;8.346;14.324;1.623;17.669;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;set/14;1.982.516;0;1.360.829;99.814;60.989;70.618;63.124;49.321;47.177;230.642;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;set/14;1.939.867;242;1.412.415;224.172;131.494;57.420;11.275;10.232;9.437;83.180;0
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;set/14;1.915.568;0;450.982;545.701;859.251;11.515;3.878;13.844;12.371;18.026;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;set/14;1.892.001;0;1.460.978;348.169;37.937;14.999;4.651;3.364;2.481;19.421;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;set/14;1.727.693;740.944;904.476;58.045;6.068;3.957;0;11.248;540;2.416;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;set/14;1.684.879;645.663;545.071;313.212;82.018;27.446;20.084;2.241;23.106;26.038;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;set/14;1.654.820;0;1.138.174;81.855;69.458;43.174;38.307;31.707;31.911;220.234;0
RODOBENS;51736;b1;I;2;;199;SAO PAULO;SP;set/14;1.633.478;690.184;761.151;70.306;49.826;19.737;10.914;7.571;4.801;18.987;0
BES;51482;b2;C;3;;198;SAO PAULO;SP;set/14;1.616.829;1.290.358;0;493;37.322;19.684;0;0;0;0;268.972
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;set/14;1.530.613;0;1.227.685;186.881;54.599;20.601;8.992;6.153;4.059;21.643;0
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;set/14;1.530.487;1.234.899;245.793;0;10.136;39.658;0;0;0;0;0
BBM;30207;b1;C;2;;199;SALVADOR;BA;set/14;1.527.228;229.887;701.116;365.939;145.007;10.924;1;34.221;7.627;14.796;17.709
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;set/14;1.427.843;230.556;818.023;191.453;73.463;21.724;9.389;22.651;23.643;36.942;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;set/14;1.402.555;544.333;656.821;141.082;24.004;13.323;12.683;2.246;913;7.150;0
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;set/14;1.364.117;0;766.989;328.186;163.585;104.786;357;149;0;66;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;set/14;1.320.120;124.326;552.458;271.010;244.812;30.870;13.239;15.631;12.237;55.536;0
INTERMEDIUM;51884;b1;C;2;;199;BELO HORIZONTE;MG;set/14;1.295.630;120.985;1.012.278;47.365;44.000;22.202;10.013;7.037;3.710;28.042;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;set/14;1.275.430;0;817.964;39.951;68.331;42.497;59.146;29.681;32.677;185.183;0
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;set/14;1.275.390;1.217.802;57.588;0;0;0;0;0;0;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;set/14;1.215.222;783.888;0;375.576;12.007;43.751;0;0;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;set/14;1.185.940;600.612;299.095;140.732;88.453;7.040;7.889;10.696;132;31.291;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;set/14;1.117.915;915.179;144.320;16.844;12.921;6.910;2.378;5.073;3.469;10.821;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;set/14;1.111.182;0;103.772;379.754;486.927;59.035;22.873;9.768;3.773;45.280;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;set/14;1.049.484;331.210;505.331;35.387;15.044;7.300;142.169;3.593;2.607;6.844;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;set/14;1.013.056;37.808;654.697;194.483;59.915;13.687;10.228;12.772;3.990;25.476;0
BMW;51420;n1;C;3;;197;SAO PAULO;SP;set/14;1.001.620;236.908;299.943;216.902;208.692;34.022;2.214;534;499;1.907;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;set/14;997.547;0;147.939;374.990;215.726;89.828;35.331;25.102;24.133;84.498;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;set/14;956.674;461.527;149.745;163.320;129.303;16.015;7.826;1.773;1.822;25.345;0
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;set/14;881.661;4.186;239.778;457.543;57.359;69.073;30.027;3.436;219;20.040;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;;9;MARINGA;PR;set/14;866.924;0;262.540;475.392;55.444;32.516;5.823;5.408;4.223;25.578;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;set/14;808.101;52.443;461.867;250.262;24.677;7.870;5.694;2.491;832;1.964;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;set/14;773.901;61.379;575.146;124.712;7.626;1.496;572;495;412;2.062;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP;78414067;b3S;I;2;;9;MEDIANEIRA;PR;set/14;769.719;0;293.051;375.105;48.217;25.931;8.911;3.952;1.621;12.931;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;set/14;761.969;267.486;125.267;199.319;97.735;2.646;6.585;5.777;8.047;49.108;0
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;set/14;693.941;66.537;109.671;385.228;132.504;0;0;0;0;1;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;set/14;664.513;0;570.146;43.018;16.509;8.223;4.786;3.928;3.152;14.750;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;set/14;654.217;0;130.329;181.586;260.446;44.133;13.093;6.626;1.894;16.111;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;set/14;649.898;0;167.825;145.989;251.173;46.187;9.587;9.087;3.147;16.903;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;set/14;649.265;10.490;119.415;67.050;45.349;31.159;122.351;120.729;11.757;120.965;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;I;2;;9;CRUZ ALTA;RS;set/14;606.864;0;45.697;241.275;286.440;18.216;2.971;1.511;498;10.256;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;set/14;587.261;226;129.229;289.242;104.126;15.164;6.048;9.868;3.356;30.003;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;set/14;561.652;3;245.055;241.124;55.865;4.356;3.660;1.022;928;9.639;0
DACASA FINANCEIRA;51891;n1;C;2;;197;VITORIA;ES;set/14;552.210;0;365.948;28.180;18.313;14.496;15.305;14.535;13.995;81.438;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;set/14;550.019;87;486.364;20.760;9.384;5.056;16.490;2.136;84;9.660;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;set/14;534.947;0;41.677;122.063;310.718;29.382;2.369;6.726;3.928;18.083;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;set/14;530.662;0;100.122;193.107;191.102;22.780;4.704;8.466;1.747;8.634;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;set/14;521.531;226;1.890;219.756;239.593;15.376;7.754;5.690;5.502;25.745;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;set/14;516.288;0;119.641;316.915;46.629;15.606;4.653;2.092;2.076;8.677;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;;9;CHAPECO;SC;set/14;516.042;12.887;271.926;158.201;40.309;18.383;2.828;855;1.281;9.372;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;set/14;499.919;105.718;140.995;152.084;71.881;5.831;1.004;1.681;1.495;19.230;0
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;set/14;490.633;0;199.004;196.620;93.916;1.094;0;0;0;0;0
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;set/14;477.571;29.210;404.575;10.726;15.998;2.931;2.145;1.984;892;9.111;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;set/14;464.938;0;102.892;208.714;130.758;9.600;2.517;2.322;944;7.192;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;set/14;457.673;130.379;117.399;173.979;28.689;3.213;598;1.032;207;2.177;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;set/14;455.366;8;240.781;148.800;41.901;7.547;1.364;1.799;970;12.196;0
BANCO RANDON S.A.;11476673;b1;I;2;;8;CAXIAS DO SUL;RS;set/14;449.502;38.887;346.764;46.046;15.479;348;146;1.658;94;80;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;set/14;442.596;0;240.620;153.729;19.755;3.620;16.835;3.744;1.057;3.237;0
MIZUHO;51554;b1;I;3;;199;SAO PAULO;SP;set/14;437.588;357.478;29.158;50.707;31;24;15;13;24;137;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;set/14;436.095;2;232.663;149.649;17.304;16.860;3.283;1.136;6.251;8.946;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;set/14;424.161;0;95.266;102.916;182.565;24.258;8.218;4.898;928;5.112;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;;9;CANARANA;MT;set/14;419.649;0;26.850;142.738;207.597;22.354;2.931;3.619;967;12.593;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;set/14;407.408;0;348.496;35.672;16.064;2.089;1.084;418;618;2.968;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;;9;ITAQUI;RS;set/14;405.459;0;44.889;58.873;198.489;85.751;5.735;2.293;1.227;8.202;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;set/14;401.166;147;108.620;247.584;33.654;2.536;1.527;612;1.217;5.269;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;set/14;400.719;0;75.076;128.980;163.658;13.420;7.510;3.159;1.567;7.348;0
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;I;2;;9;LONDRINA;PR;set/14;396.887;0;185.980;172.698;25.508;4.652;3.773;1.521;262;2.493;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;set/14;396.636;1.375;385.750;6.631;274;114;100;288;627;1.477;0
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;set/14;391.308;0;298.380;49.337;17.699;3.412;7.707;4.451;1.726;8.595;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;I;2;;9;JUINA;MT;set/14;383.525;0;51.756;237.057;70.089;13.343;2.289;2.493;632;5.866;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;set/14;381.568;21;236.591;104.816;15.134;11.407;1.273;852;5.430;6.044;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;I;2;;9;TANGARA DA SERRA;MT;set/14;378.946;0;63.400;207.805;68.142;17.783;4.488;2.528;4.357;10.442;0
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;set/14;376.492;368.855;0;4.890;2.746;0;0;0;0;0;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;set/14;376.300;4.866;68.177;251.681;25.907;14.331;2.119;949;428;7.842;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;set/14;372.266;0;215.557;122.815;18.025;4.997;2.329;2.886;664;4.995;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;;9;RIO VERDE;GO;set/14;368.836;0;0;267.562;91.198;7.463;463;687;60;1.403;0
